Table:CsvBattle,,,,,,,,,,,,,,,,,,,,
tid,name:s,diff_num,physic_power,times_limit,map1:s,map2:s,map3:s,item_award_show:a,boss_face_tid,body_dire,desc:s,hero_exp1,hero_exp2,hero_exp3,drop_group1,drop_group2,drop_group3,prob_group1,prob_group2,prob_group3
12408,戈杜尼哨站,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,在那里，戈杜尼食人魔四处游荡，试图寻找剩下的残留物。,780,810,860,124081,124082,124083,,,
12409,低地荒野,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42013",,118,到东边的荒野中去寻找野兽吧。那些铁鬃熊，还有那些长牙奔跑者都是你的目标。,790,820,870,124091,124092,124093,,,
12410,痛苦深渊,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42022,2106",171,118,暗夜精灵所说的巨大的虫子居住在荒野东南部的这个奇怪的废墟里。,790,820,870,124101,124102,124103,,,
12501,斯坦恩布莱德,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,辛迪加现在控制了这个曾经兴旺的城市。他们修缮了监狱，挖掘队也时常进入老地窖和封闭的墓穴。,790,820,870,125011,125012,125013,,,
12502,索菲亚高地,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,高地是一个由辛迪加控制的山区。我相信他们在这里建立了基地，尽管我不知道确切的位置。,800,830,880,125021,125022,125023,,,
12503,考兰之匕,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,山峰间几乎没有肥沃的峡谷，在那里的都是一些荒地。,800,830,880,125031,125032,125033,,,
12504,加兰高地,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,这里是一个危险的区域，辛迪加成员手段格外凶残。,800,830,880,125041,125042,125043,,,
12505,达拉然巨坑,3,6,10,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,42012",,118,西南方有一个魔法结界封闭了达拉然。达拉然的法师们在那里巡游，而且精明的远离奥特兰克的纷争。,810,840,890,125051,125052,125053,,,
12506,无草洞,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,残忍的雪人居住在这些洞穴中。只有无所畏惧的冒险者才能在这些可怕的生物包围中找到出路。,810,840,890,125061,125062,125063,,,
12507,雾气湖岸,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,现在，洛丹米尔岛怪物肆虐，湖岸也被该死的亡灵所污染。,810,840,890,125071,125072,125073,,,
12508,达伦德农场,3,6,99,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,",,118,辛迪加占据了这个农场。,810,840,890,125081,125082,125083,,,
12509,破碎岭城堡,3,6,10,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,42013",,118,辛迪加曾经控制过的主要城市，但破碎岭食人魔赶走了他们。现在作为食人魔们的基地和最大的居住地。,820,850,900,125091,125092,125093,,,
12510,奥特兰克废墟,3,6,10,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,XierSiBuLaDeQiuLing,"107,108,42022,2029",,118,找到玛格索尔，把他的徽记和王冠一起带回来。破碎岭的抵抗就到此为止了。,820,850,900,125101,125102,125103,,,
12601,哭泣之洞,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,在黑暗院长加丁的指示下，通灵学院的讲师玛丽希亚是制造新型瘟疫的元凶。,820,850,900,126011,126012,126013,,,
12602,盖罗恩农场,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,盖罗恩农场在这里的东北方向，靠近东瘟疫之地的边界。,830,860,910,126021,126022,126023,,,
12603,嚎哭鬼屋,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,这次你的目标是嚎哭鬼屋的天灾之锅。那个地方在安多哈尔正东边，相对来说比较靠近被毁坏的城墙。,830,860,910,126031,126032,126033,,,
12604,悔恨岭,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,目前瘟疫之地终年不见天日，悔恨岭附近亡灵横行无忌，但只有在这位最虔诚的圣骑士墓前，有一束圣光时刻照耀着。,830,860,910,126041,126042,126043,,,
12605,安多哈尔废墟,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42012",151,118,安多哈尔处于天灾的紧密控制之中。安多哈尔曾经是谷物交易中心，在天灾的战役中作为中转地。,840,870,920,126051,126052,126053,,,
12606,亡灵壁垒,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,对那些正在忍受折磨的动物们来说，除了仁慈地解放它们，没有什么其它的解决办法了。,840,870,920,126061,126062,126063,,,
12607,费尔斯通农场,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,在西瘟疫之地的四口天灾之锅中，费尔斯通农场里的那一口可能是最容易进入的了。,840,870,920,126071,126072,126073,,,
12608,达尔松之泪,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,有一口天灾之锅被放置在一座早已废弃的农场上，现在这里被称为达尔松之泪。,840,870,920,126081,126082,126083,,,
12609,北山伐木场,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42013",,118,到西瘟疫之地的北山伐木场去找个合适的地方，在那里放下一桶瘟疫白蚁。,850,880,930,126091,126092,126093,,,
12610,壁炉谷,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42023,2109",,118,狂热的战士和牧师控制着壁炉谷的屏障，巡视着附近的领土，他们的信仰是如此的疯狂，以至于他们攻击任何一个被认为携带了瘟疫的。,850,880,930,126101,126102,126103,,,
12701,沼泽地,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,我们的小队近来遭受了一连串灾难，其中最为严重的就是我们低估了安戈洛环形山的蛮荒程度！,850,880,930,127011,127012,127013,,,
12702,铁石高原,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,树木上攀生出了更多的花朵和藤蔓，大朵的鲜花也从地面探出头来，这些情况都非比寻常。,860,890,940,127021,127022,127023,,,
12703,东部水晶塔,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,请帮帮我，满足一下我的好奇心吧。也许在环形山的东部地区有一个水晶塔，你认为你可以找到它吗？,860,890,940,127031,127032,127033,,,
12704,安戈洛的猩猩,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,你将在那儿遇到巨大的猩猩，这对朋友的力量来说是一个挑战。,860,890,940,127041,127042,127043,,,
12705,拉卡利油沼,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42012",,118,帮我收集一些沥青。并不是所有的沥青都合适，你必须从油沼周围的野兽身上得到它。,870,900,950,127051,127052,127053,,,
12706,西部水晶塔,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,朋友，去搜索一下环形山的西部区域；据说那里有个水晶塔。,870,900,950,127061,127062,127063,,,
12707,葛拉卡温泉,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,这些水池离火羽山那么近，我真的想知道火山和温泉之间到底有没有关系。,870,900,950,127071,127072,127073,,,
12708,恐惧小道,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,我们本应是在恐惧小道那个鬼地方进行剑龙和双帆龙化石的挖掘工作——顺便提一句，那地名可真古怪。,870,900,950,127081,127082,127083,,,
12709,巨痕谷,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42013",,118,我们曾调查过环形山南部地区的格里什昆虫。它们与安戈洛的生态环境有些格格不入，我们想要查明原因。,880,910,960,127091,127092,127093,,,
12710,火羽山,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42023,2014",,118,我来这里是要和火焰使者作战的。我经历了一段漫长的旅途，原本最重要的目标就是它。,880,910,960,127101,127102,127103,,,
12801,玛瑞斯农场,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,这里是游侠将军纳萨诺斯凋零者的驻扎之地。,880,910,960,128011,128012,128013,,,
12802,达隆郡,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,现在，朋友，你将参加达隆郡的战斗，并且拯救约瑟夫·雷德帕斯。,890,920,970,128021,128022,128023,,,
12803,蘑菇谷,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,天灾军团确实把蘑菇谷变成了一片不毛之地——你在这里只能看到腐烂的蘑菇和烧焦的野草。,890,920,970,128031,128032,128033,,,
12804,考林路口,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,当天谴军团将洛丹伦的粮仓变成了瘟疫之地以后，考林路口也随之成为了天谴军团的前哨站。,890,920,970,128041,128042,128043,,,
12805,提尔之手,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42012",,118,城的中心是新建的血色修道院，是一座类似于暴风城圣光大教堂的大型建筑。阿比迪斯将军指挥着这座城市以及这里的血色十字军和血色牧师。,900,930,980,128051,128052,128053,,,
12806,瘟疫之痕,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,黑衣马杜克的佩剑污染了这片土地，形成了瘟疫之痕。,900,930,980,128061,128062,128063,,,
12807,剧毒林地,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,更北边的剧毒林地中的亡灵比布洛米尔还多。他们距离圣光之愿礼拜堂可以说是近在咫尺，但我们一直没能彻底清剿他们。,900,930,980,128071,128072,128073,,,
12808,祖玛沙尔,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,杀了我。否则就太迟了。,900,930,980,128081,128082,128083,,,
12809,病木林,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42013",,118,把这个瓶子拿到东瘟疫之地的病木林去，在那里的蚁丘上抓些白蚁。,910,940,990,128091,128092,128093,,,
12810,恐惧谷,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42024,2116",,118,我在香炉中放了一撮东瘟疫之地恐惧谷中的腐烂泥土。你可以用它来找到出现灵魂异动的区域。,910,940,990,128101,128102,128103,,,
12901,摩罗萨兰,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,燃烧军团的铁蹄践踏了这片土地，没有被毁灭的树木和生物则被恶魔的暴行永远的诅咒着。,910,940,990,129011,129012,129013,,,
12902,死木村,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,作为死木氏族熊怪的家园，这座营地除了一些粗糙的帐篷和木制建筑以外一无所有。,920,950,1000,129021,129022,129023,,,
12903,碧火谷,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,这个大型萨特营地是加德纳尔之外最大的萨特群落，位于死木村以北，加德纳尔以南。,920,950,1000,129031,129032,129033,,,
12904,克拉特斯废墟,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,作为翡翠议会的一员，我在努力治愈这片土地，但是仍然有些家伙希望它被腐化堕落。,920,950,1000,129041,129042,129043,,,
12905,加德纳尔,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42012",155,118,阴影议会是一个在基尔加丹的操纵之下，由兽人术士古尔丹建立的组织，致力于在兽人中间传播黑暗魔法。,930,960,1010,129051,129052,129053,,,
12906,血毒瀑布,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,这个曾经流淌着纯净泉水波光粼粼的瀑布如今喷涌着腐臭的脏水。毒液从被诅咒的泥土中喷出，顺着岩石的缝隙流入险恶而绿酽酽的池塘中。,930,960,1010,129061,129062,129063,,,
12907,碎痕谷,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,你可以找到一处被称作碎痕谷的地方，那里是上次战争中燃烧军团的地狱火恶魔们的着陆点——迄今仍有许多地狱火在那里游荡。,930,960,1010,129071,129072,129073,,,
12908,铁木森林,3,6,99,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,",,118,在血毒瀑布和碎痕谷的北部是一个很小的森林，里面到处都是堕落的古树。,930,960,1010,129081,129082,129083,,,
12909,碧火小径,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42013",,118,碧火小径是另一个大型萨特营地，也许是作为进攻附近木喉熊怪的基地。它位于魔爪村附近，也许这里的萨特正是魔爪村的腐蚀之源。,940,970,1020,129091,129092,129093,,,
12910,魔爪村,3,6,10,HeiHaiAn,HeiHaiAn,HeiHaiAn,"107,108,42024,2006",,118,魔爪村是费伍德第二大的堕落熊怪营地，也属于全大陆最大的之一。魔爪熊怪比死木熊怪更危险。,940,970,1020,129101,129102,129103,,,
13001,阿彻鲁斯,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,这里曾经是巫妖王在撤走纳克萨玛斯之后瘟疫之地的天灾据点，也是当时天灾组建黑锋骑士团时死亡骑士的训练基地。,940,970,1020,130011,130012,130013,,,
13002,死亡裂口,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,阿彻鲁斯的下方就是死亡裂口，我们对血色十字军作战的前沿基地。,950,980,1030,130021,130022,130023,,,
13003,海文郡矿洞,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,来，带上我给你的见面礼，把它带到东面的海文郡矿洞去。,950,980,1030,130031,130032,130033,,,
13004,新阿瓦隆,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,当天灾军团的浮空城出现时，大部分人类都会吓得四处逃散。血色十字军却不会这样！,950,980,1030,130041,130042,130043,,,
13005,血色城堡 ,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42012",,118,不过我从一个家伙口中得到了一些有用的情报。他们在血色城堡里面保存着一份所有巡逻路线的日程表。,960,990,1040,130051,130052,130053,,,
13006,新阿瓦隆熔炉,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,巫妖王命令你使用阿彻鲁斯之眼，侦察并分析新阿瓦隆熔炉。,960,990,1040,130061,130062,130063,,,
13007,阿瓦隆市政厅,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,巫妖王命令你使用阿彻鲁斯之眼，侦察并分析新阿瓦隆市政厅。,960,990,1040,130071,130072,130073,,,
13008,赤色烈焰,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,必须有人听到这复仇的呐喊，一队死亡骑士已经出发去烧毁赤色烈焰礼拜堂了。,960,990,1040,130081,130082,130083,,,
13009,国王港,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42013",,118,阿比迪斯目前就在血色悬崖东南方的国王港。把这封信交给她，然后仔细收集她在看完信之后所表达出来的一切情报。,970,1000,1050,130091,130092,130093,,,
13010,黎明之光,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42025,2118",175,118,巫妖王陛下的部队即将发动决定瘟疫之地归属的决战。今天，我们即将步入天灾军团英雄的殿堂！,970,1000,1050,130101,130102,130103,,,
13101,冰火温泉,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,这里曾经是巫妖王在撤走纳克萨玛斯之后瘟疫之地的天灾据点，也是当时天灾组建黑锋骑士团时死亡骑士的训练基地。,970,1000,1050,131011,131012,131013,,,
13102,木喉岗哨,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,阿彻鲁斯的下方就是死亡裂口，我们对血色十字军作战的前沿基地。,980,1010,1060,131021,131022,131023,,,
13103,凯斯利尔湖,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,来，带上我给你的见面礼，把它带到东面的海文郡矿洞去。,980,1010,1060,131031,131032,131033,,,
13104,霜刃石,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,当天灾军团的浮空城出现时，大部分人类都会吓得四处逃散。血色十字军却不会这样！,980,1010,1060,131041,131042,131043,,,
13105,隐秘小林,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42012",,118,不过我从一个家伙口中得到了一些有用的情报。他们在血色城堡里面保存着一份所有巡逻路线的日程表。,990,1020,1070,131051,131052,131053,,,
13106,寒水村,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,巫妖王命令你使用阿彻鲁斯之眼，侦察并分析新阿瓦隆熔炉。,990,1020,1070,131061,131062,131063,,,
13107,枭翼树丛,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,巫妖王命令你使用阿彻鲁斯之眼，侦察并分析新阿瓦隆市政厅。,990,1020,1070,131071,131072,131073,,,
13108,霜语峡谷,3,6,99,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,",,118,必须有人听到这复仇的呐喊，一队死亡骑士已经出发去烧毁赤色烈焰礼拜堂了。,990,1020,1070,131081,131082,131083,,,
13109,麦索瑞尔,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42013",,118,阿比迪斯目前就在血色悬崖东南方的国王港。把这封信交给她，然后仔细收集她在看完信之后所表达出来的一切情报。,1000,1030,1080,131091,131092,131093,,,
13110,暗语峡谷,3,6,10,WenYiZhiDi,WenYiZhiDi,WenYiZhiDi,"107,108,42025,2018",,118,巫妖王陛下的部队即将发动决定瘟疫之地归属的决战。今天，我们即将步入天灾军团英雄的殿堂！,1000,1030,1080,131101,131102,131103,,,
13201,龙翼小径,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,这里曾经是巫妖王在撤走纳克萨玛斯之后瘟疫之地的天灾据点，也是当时天灾组建黑锋骑士团时死亡骑士的训练基地。,1000,1030,1080,132011,132012,132013,,,
13202,巨槌石,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,阿彻鲁斯的下方就是死亡裂口，我们对血色十字军作战的前沿基地。,1010,1040,1090,132021,132022,132023,,,
13203,摩根的岗哨,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,来，带上我给你的见面礼，把它带到东面的海文郡矿洞去。,1010,1040,1090,132031,132032,132033,,,
13204,黑石小径,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,当天灾军团的浮空城出现时，大部分人类都会吓得四处逃散。血色十字军却不会这样！,1010,1040,1090,132041,132042,132043,,,
13205,灰烬之柱,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42012",,118,不过我从一个家伙口中得到了一些有用的情报。他们在血色城堡里面保存着一份所有巡逻路线的日程表。,1020,1050,1100,132051,132052,132053,,,
13206,德拉考达尔,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,巫妖王命令你使用阿彻鲁斯之眼，侦察并分析新阿瓦隆熔炉。,1020,1050,1100,132061,132062,132063,,,
13207,风暴祭坛,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,巫妖王命令你使用阿彻鲁斯之眼，侦察并分析新阿瓦隆市政厅。,1020,1050,1100,132071,132072,132073,,,
13208,黑石山,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,必须有人听到这复仇的呐喊，一队死亡骑士已经出发去烧毁赤色烈焰礼拜堂了。,1020,1050,1100,132081,132082,132083,,,
13209,黑石要塞,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42013",,118,阿比迪斯目前就在血色悬崖东南方的国王港。把这封信交给她，然后仔细收集她在看完信之后所表达出来的一切情报。,1030,1060,1110,132091,132092,132093,,,
13210,索瑞森废墟,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42031,2111",,118,巫妖王陛下的部队即将发动决定瘟疫之地归属的决战。今天，我们即将步入天灾军团英雄的殿堂！,1030,1060,1110,132101,132102,132103,,,
13301,勇士之墓,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,这个精灵遗迹里现在几乎清一色是塞纳里奥议会的精灵们。他们在这里监视着异种虫和暮光之锤的活动。,1030,1060,1110,133011,133012,133013,,,
13302,鹿盔岗哨,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,这个哨岗是以大德鲁伊范达尔鹿盔的名字命名的。,1040,1070,1120,133021,133022,133023,,,
13303,暮光的秘密,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,居民大都是术士，或是其他奥术施法师，他们在寻找埋藏在沙漠之下的水晶。,1040,1070,1120,133031,133032,133033,,,
13304,塞纳里奥要塞,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,这个哨岗是在塞纳里奥议会管理之下，那是一个致力于维持和平的德鲁伊组织。,1040,1070,1120,133041,133042,133043,,,
13305,亚什虫巢,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42012",,118,它们是希利苏斯的三大异种虫巢穴，分别位于北部,1050,1080,1130,133051,133052,133053,,,
13306,水晶谷,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,十分明显，并不是每个暮光之锤信徒都像他们所宣称的那样、是技术高超的术士。,1050,1080,1130,133061,133062,133063,,,
13307,佐拉虫巢,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,它们是希利苏斯的三大异种虫巢穴，分别位于中西部。,1050,1080,1130,133071,133072,133073,,,
13308,南风村,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,曾是大灾变之前的一个暗夜精灵城市。那些勇士之墓的精灵们就是占用了这个远古遗迹的一个哨岗，把它弄到可以住人的状态。,1050,1080,1130,133081,133082,133083,,,
13309,雷戈虫巢,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42013",,118,它们是希利苏斯的三大异种虫巢穴，分别位于东南部。,1060,1090,1140,133091,133092,133093,,,
13310,甲虫之墙,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42031,2023",175,118,一道巨大而光滑的屏障将这一地区分为两半，这道屏障就是甲虫之墙。,1060,1090,1140,133101,133102,133103,,,
13401,黑石大门,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1060,1090,1140,134011,134012,134013,,,
13402,暗炉大厅,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1070,1100,1150,134021,134022,134023,,,
13403,锁链之桥,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1070,1100,1150,134031,134032,134033,,,
13404,铸铁之墓,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1070,1100,1150,134041,134042,134043,,,
13405,铸铁大厅,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42012",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1080,1110,1160,134051,134052,134053,,,
13406,岩石大厅,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1080,1110,1160,134061,134062,134063,,,
13407,工匠大厅,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1080,1110,1160,134071,134072,134073,,,
13408,火焰裂口,3,6,99,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1080,1110,1160,134081,134082,134083,,,
13409,采石场,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42013",,118,黑石山坐落在东部王国灼热峡谷左下角与燃烧平原的交界处。,1090,1120,1170,134091,134092,134093,,,
13410,征服者派隆,3,6,10,HeiShiShenYuan,HeiShiShenYuan,HeiShiShenYuan,"107,108,42031,2125",68,118,征服者派隆给我们带来了很多麻烦。我们必须干掉这个元素生物。,1090,1120,1170,134101,134102,134103,,,
13501,巨槌要塞,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,巨槌食人魔也穿过黑暗之门来到了这里。与兽人不同的是，食人魔留在了诅咒之地。,1090,1120,1170,135011,135012,135013,,,
13502,瑟温妮的仆从,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,要召唤这位恶魔，我们就需要三枚护符，其中的一枚是瑟温妮的护符。,1100,1130,1180,135021,135022,135023,,,
13503,戈洛尔的仆从,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,要召唤这位恶魔，我们就需要三枚护符，其中的一枚是戈洛尔的护符。,1100,1130,1180,135031,135032,135033,,,
13504,奥利斯塔仆从,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,要召唤这位恶魔，我们就需要三枚护符，其中的一枚是奥利斯塔的护符。,1100,1130,1180,135041,135042,135043,,,
13505,恶魔拉瑟莱克,3,6,10,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,42012",,118,去打败污染者拉瑟莱克，把他的犄角带回来。这将成为我们希望的象征。,1110,1140,1190,135051,135052,135053,,,
13506,野猪的活力,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,看来这些野兽的耐力十足，这让它们几乎可以不受任何伤害，因此其它动物都无法与之抗衡。,1110,1140,1190,135061,135062,135063,,,
13507,巨槌岗哨,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,巨槌食人魔也穿过黑暗之门来到了这里。与兽人不同的是，食人魔留在了诅咒之地。,1110,1140,1190,135071,135072,135073,,,
13508,石化蜥蜴大脑,3,6,99,HuangWuZhiDi,HuangWuZhiDi,HuangWuZhiDi,"107,108,",,118,这块荒地上到处都是红石蜥蜴，朋友。这些蜥蜴的族群比这里的其它任何生物都要兴旺。,1110,1140,1190,135081,135082,135083,,,
